course name,course_credits,course_code,course_desc,lecture_topic,assessment_plan,level_of_course,mandatory_prereqs,department,mid_eval,end_eval,project_eval,quiz_eval,assignment_eval
Approximation Algorithms.xlsx,4,5xx,"A large number of scenarios arising in communication, transportation, e-commerce, logistics etc. can be modeled as combinatorial optimization problems. Since most of these problem are NP-hard, one needs to design heuristics which run fast and find sufficiently good solutions. The goal of this course is to introduce a systematic study of such heuristics, called approximation algorithms, and develop a mathematical tool kit to analyze their worst case performances. The lectures also cover some barriers to approximability of problems.","['Introduction, MST heuristic for TSP', ""Christofides' Algorithm, Makespan Greedy"", 'Set Cover : Greedy Algorithm', 'Local Search : Max Leaf Spanning Tree', 'Local Search : k-median', 'Local Search : facility location', 'LP introduction, Simple rounding (vertex cover)', 'Cut LPs, Prize Collecting Steiner Tree (Rounding)', 'Shmoys Tardos Rounding for Makespan', 'Weighted Sum of Completion Time', 'Introduction to Primal Dual, Vertex Cover', ""Goeman's Williamsons Algorithm (Steiner Forest)"", 'More primal dual : Multicut in Trees etc.', 'Iterative Rounding : Simple Examples', 'Iterative Rounding: Steiner Network', 'Introduction to PTAS, Bin Packing, Makespan on identical machines', 'PTAS, FPTAS', 'Randomized Algorithms : Set Cover, Max Sat', 'Randomized Algorithms : Rent-or-Buy Steiner Trees', 'Randomized Rounding : Max-Sat, Independent Set', 'Randomized Rounding : Chernoff Bounds and Applications', 'Randomized Rounding : Group Steiner Trees', 'Semidefnite Programming', 'SDP Rounding Max-Cut', 'Hardness of approximation : Gap-preserving reduction', 'Hardness of approximation : Unrelated machines scheduling, Approximation-preserving reduction']","{'Type of Evaluation': '% of contribution to the final grade', 'Mid-Term': 0.15, 'Response papers': 0.2, 'Project': 0.35, 'Class Participation': 0.1, 'End exam': 0.2}",5,"ADA, Grad Algorithms",5xx,15,20,35,,
,,,,,,,,,,,,,
Artificial Intelligence.xlsx,4,CSE643,"This is an introductory course in Artificial Intelligence. This course introduces the students to various search techniques, knowledge representation, reasoning, and learning.","['Introduction to AI\n', 'Knowledge representation using Predicate Logic', 'Blind search and search based on heuristics', 'Search using constraint satisfaction', 'Adversarial Search (Game playing)', 'Knowledge representation using Frames and Conceptual Dependency', 'Nature inspired search algorithms', 'Probabilistic Reasoning: Bayesian Network, Dempser Shafer, Fuzzy Logic', 'Learning: Linear Regression, Perceptron, Neural Networks', 'Planning and Reinforcement Learning', 'Knowledge representation: Natural Language Processing, Applications']","{'Type of Evaluation': '% Contribution in Grade', 'Quiz': 15, 'Assignment': 35, 'Mid-sem': 25, 'End-sem': 25, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': 'A First course on Artificial Intelligence – Deepak Khemani, McGraw Hill India, 2013\nArtificial Intelligence: A modern approach, 3rd edition -- Stuart Russell and Peter Norvig, 2015'}",6,CSE102 Data Structures and Algorithms,CSE,25,25,,15,35
,,,,,,,,,,,,,
Association_for_Computing_Machinery__ACM____SIG_Proceedings_Template.xlsx,4,CSE643,"This is an introductory course in Artificial Intelligence. This course introduces the students to various search techniques, knowledge representation, reasoning, and learning.","['Introduction to AI\n', 'Knowledge representation using Predicate Logic', 'Blind search and search based on heuristics', 'Search using constraint satisfaction', 'Adversarial Search (Game playing)', 'Knowledge representation using Frames and Conceptual Dependency', 'Nature inspired search algorithms', 'Probabilistic Reasoning: Bayesian Network, Dempser Shafer, Fuzzy Logic', 'Learning: Linear Regression, Perceptron, Neural Networks', 'Planning and Reinforcement Learning', 'Knowledge representation: Natural Language Processing, Applications']","{'Type of Evaluation': '% Contribution in Grade', 'Quiz': 15, 'Assignment': 35, 'Mid-sem': 25, 'End-sem': 25, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': 'A First course on Artificial Intelligence – Deepak Khemani, McGraw Hill India, 2013\nArtificial Intelligence: A modern approach, 3rd edition -- Stuart Russell and Peter Norvig, 2015'}",6,CSE102 Data Structures and Algorithms,CSE,25,25,,15,35
,,,,,,,,,,,,,
Attention and Perception.xlsx,4,CSE643,Attention is one of the major cognitive processes responsible for making us achieve our day-to-day goals. This course-work aims to introduce fundamental principles of how attention helps us to perceive the world around us. Students will be introduced to various experimental paradigms and theories (both classical and contemporary) used to study effects and limitation of attention on human behavior and perception. With the balanced practical sessions and assignments students will develop a fundamental understanding of designing behavioral experiments to study various cognitive processes.,"['Introduction to AI\n', 'Knowledge representation using Predicate Logic', 'Blind search and search based on heuristics', 'Search using constraint satisfaction', 'Adversarial Search (Game playing)', 'Knowledge representation using Frames and Conceptual Dependency', 'Nature inspired search algorithms', 'Probabilistic Reasoning: Bayesian Network, Dempser Shafer, Fuzzy Logic', 'Learning: Linear Regression, Perceptron, Neural Networks', 'Planning and Reinforcement Learning', 'Knowledge representation: Natural Language Processing, Applications']",{},6,,CSE,,,,,
,,,,,,,,,,,,,
Basic Electronics.xlsx,4,ECE113,"The course introduces the topics of
(a) Circuit elements - active, passive, time-variant, time - invariant, linear, non-linear, unilateral, bilateral;
(b) Sources - independent and dependent;
(c) Electric circuit and analysis - Ohm's law, Kirchhoff's laws, loop and node analyses, limitations of lumped circuit analysis;
(d) Network theorems - Superposition, Thevenin, Norton, Maximum power transfer;
(e) Natural and forced responses to DC excitation - RL, RC and RLC circuits; Sinusoidal steady state analysis;
(f) Designing basic circuits using operational amplifiers;
(g) Basic circuits using diodes","['Basic components of Electrical Circuits: Fundamental Electrical variables – charge, current, voltage and power; independent and dependent voltage and current sources, Ideal circuit elements – Resistor, Capacitor and Inductor. Constitutional relationship – Ohms Law; ', 'Basic concepts of Analysis of Resistive Networks: Nodes, Paths and Loops, Kirchoff’s Voltage and Current Laws, Series and Parallel connection of Resistances and division voltage and current. Loop and Node Analysis.', 'Network Theorems: Thevenin’s Theorem, Norton’s Theorem, ', 'Superposition Theorem and Maximum Power Transfer Theorem. ', 'RC and RL circuits’ response to Step and Direct input', 'RLC circuits’ response to Step and Direct input', 'Concepts of impedance/admittance, Phasors and Representation', 'RC, RL and RLC circuits’ response to Alternating inputs (the response to alternating input will be handled only under steady state condition)', 'Passive and Active Components: Operational Amplifier – Inverting configuration', 'Operational Amplifier – Non-Inverting, Integrating and Differentiating configuration (explain virtual ground concept in the process and introduce the term feedback)', 'Diodes: Basic principle, Clipper, Clamper circuits and application', 'LED, Zener Diode and Solar Cell', ' Half Wave and Full Wave Rectifiers – Wave form and Ripple & its reduction. (8)']","{'Type of Evaluation': '% Contribution in Grade', 'Assignments': 15, 'Class tests': 15, 'Laboratory': 20, 'Mid Sem': 20, 'End Sem': 30, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Book': 'Circuits Devices and Systems, Ralph J. Smith and Richard C. Dorf, 5th Edition, John Wiley and Sons.'}",1,,ECE,20,30,,,15
,,,,,,,,,,,,,
Bayesian Machine Learning.xlsx,4,ECE5xx,"In this course, we will discuss the foundations of Bayesian statistical modeling in the context of machine learning through various case-studies/running-examples. Some of the key benefits of the Bayesian approach include the ability to quantify the uncertainty in the parameters/predictions through posterior probability distributions, the ability to incorporate prior knowledge in a principled way, the ability to learn the model hyperparameters and the right model size/complexity automatically from data. This course will provide a platform to set up a machine learning problem as a Bayesian model and design exact or approximate (sampling/optimization) solution methods for computationally scalable inference. This course provides foundations to modern methods of Bayesian modelling.","['Review of Random processes and Statistical Signal Processing', 'Introduction to Bayesian Machine Learning, Bayesian Linear Regression: Beta-bernoulli Model and Inference with Gaussian distribution.', 'Bayesian Generative and Discriminative Classification, and Bayesian naïve Bayes, Bay', ' Probabilistic Inference and Exponential Family', 'Bayesian Inference with (Point) Estimation of Hyperparameters, Conjugacy and conjugate distributions. Generalized linear model', 'Approximate Bayesian Inference: Sampling methods, Variational Inference, SVB, other methods.', 'Bayesian Non-parametrics', 'Bayesian Deep Learning: Deep Gaussian Processes, Variational auto-encoders', 'Sparsity and Bayesian Learning - Deep and non-deep', 'Bayesian State-Space Models and Kalman Filtering']","{'Type of Evaluation': '% Contribution in Grade', 'Assignments': 15, 'Quiz': 15, 'Midsemester': 20, 'Endsemester': 30, 'Mini-project': 20, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Book': ""Christopher M. Bishop, 'Pattern Recognition and Machine Learning'. Springer (2007)""}",5,"Probability and Random Processes(PRP), Statistical Signal Processing(SSP)/Statistical Machine Learning (SML)",ECE,20,30,20,15,15
